kappa_os,gamma1_os,gamma2_os,omega_os,kappa_od,gamma1_od,gamma2_od,omega_od,kappa_ds,gamma1_ds,gamma2_ds,omega_ds,kappa_los,gamma1_los,gamma2_los,omega_los,R_sersic_bar,n_sersic_bar,k_eff_bar,e1_bar,e2_bar,x_bar,y_bar,mass_bar,Rs,alpha_Rs,x_nfw,y_nfw,e1_nfw,e2_nfw,virial_mass_nfw,magnitude_sl,R_sersic_sl,n_sersic_sl,x_sl,y_sl,e1_sl,e2_sl,R_sersic_ll,n_sersic_ll,e1_ll,e2_ll,x_ll,y_ll,magnitude_ll,theta_E
0,0.018952889577841418,0.015873351837922076,0,0,0.013014224028575381,0.017561484046445294,0,0,0.007518921921036878,-0.023467279758905155,0,0,0.02444819168537992,0.05690211564327252,-0.00025663631775544265,0.3042447117031697,5.053259266286407,0.33528016309654296,-0.05156194958521815,0.00936947071477849,0.0,0.0,171755996657.75024,6.837918713805087,1.958322156137596,-0.008036599472373278,0.028588502373896527,0.07242173146002034,-0.13042639992861163,15420925849222.379,21.39109878113479,0.9235394395864033,4.341892200344109,0.047268193487272264,0.3657846038581694,0.01465032158537513,-0.031148958259532976,0.3042447117031697,5.053259266286407,-0.05156194958521815,0.00936947071477849,0.0,0.0,19.230168649923073,1.3217618756128624
0,-0.018250416657020138,-0.016060088216780555,0,0,0.008736858255599587,-0.019737997597158347,0,0,0.016405314773855015,0.01807121936903985,0,0,-0.025918873175275567,-0.05386930518297875,-0.0010834757107479416,0.21435146559840365,3.975803127131836,0.5061267326143939,0.007245232569397229,0.005741884854201262,0.0,0.0,143185389645.1217,2.314481827220589,1.066346172599058,-0.02088983943714772,0.11379422266861006,-0.013192038842982055,-0.000625576532914568,4385757583765.8086,24.341010353887143,0.3562355638497947,3.589148438168265,0.0630329232321825,0.33792011795747035,-0.08588796973326863,0.04988276934963941,0.21435146559840365,3.975803127131836,0.007245232569397229,0.005741884854201262,0.0,0.0,20.229812470981788,1.0468506091585206
0,0.0047518815514695665,0.007378876635064939,0,0,-0.006811315285302193,-0.003825557069801653,0,0,-0.00353236715485479,0.006354319046138371,0,0,0.001472933421022163,-0.0028009994808750843,8.040089381192915e-05,0.34461181510925454,6.069556038226608,0.2679376915371711,0.009327703330713194,-0.02727073510104776,0.0,0.0,211850970210.89224,5.5909637369006315,2.0594914057625937,-0.039005788657565085,0.038824722621624924,0.01598118287607327,-0.008572455833111977,15248663421329.867,23.50665685207011,0.4481916753932982,3.5534782696586187,0.33725693022209197,-0.14650656517220792,-0.04745839260477798,-0.04361406249394479,0.34461181510925454,6.069556038226608,0.009327703330713194,-0.02727073510104776,0.0,0.0,19.386099802082974,1.6248577646362938
0,0.013637817769031543,0.01590424450169847,0,0,0.003574878326083379,0.02265117905573449,0,0,-0.004446816026609809,-0.001701412793448965,0,0,0.021659512121724733,0.040256836350881925,-0.0002965364952091602,0.2031701597939484,4.537778907980853,0.5342702385112589,-0.08384530912197938,-0.011462790700452747,0.0,0.0,127811253384.70572,2.220935349889198,1.0652085268499076,-0.021185442899922417,-0.08210131454049197,0.015385466434761016,0.02042668100132227,3851056726556.413,22.901743540786697,0.7200100737195911,3.919690308312493,-0.2225586528192783,-0.1781733585494601,0.0001966910329603115,-0.0035519627331279157,0.2031701597939484,4.537778907980853,-0.08384530912197938,-0.011462790700452747,0.0,0.0,20.04571123599068,1.0597957851878863
0,-0.016602021382913612,0.006391577197935431,0,0,0.0162105466353307,-0.0052947583989792265,0,0,0.019493190966093542,0.011846783674197357,0,0,-0.019884665713676454,-0.010749964875241153,-0.0006248558350226143,0.21975928793084257,5.435921242978945,0.4540943427162811,-0.06115985958102872,0.10473722515390319,0.0,0.0,131619823231.66974,4.642924578516401,1.0813263760716714,-0.0050777153420115415,0.08682720819419319,-0.04180188165252541,-0.04441416365468032,6045380988010.396,24.464945561872455,0.29170459211904487,4.925356864621688,-0.1933395581332358,0.10275328669586489,0.04067089441713999,-0.021035819689888526,0.21975928793084257,5.435921242978945,-0.06115985958102872,0.10473722515390319,0.0,0.0,19.781304077014056,0.78271866747125
0,-0.0018115097411043667,-0.0133341199812786,0,0,-0.008668054312482725,0.020507812658352016,0,0,-0.01006434482015368,0.005335402933079819,0,0,-0.00041521923343341115,0.0018382897439935967,-0.00014827955922097088,0.2869776926031979,4.747424507519368,0.3591114446448625,-0.03907048777969478,0.04623590979985388,0.0,0.0,185425019411.6481,4.415919456964935,2.34378633831295,0.06656910474752005,-0.022058763296776012,0.12040491041261449,0.0049351985880808896,15899704357699.938,24.37257076164292,0.3535918685478804,3.532227013550058,0.3055357880835513,-0.11692041935001507,0.10686583908489168,0.044337667197600586,0.2869776926031979,4.747424507519368,-0.03907048777969478,0.04623590979985388,0.0,0.0,19.775091881937193,2.131367147380766
0,0.013609123766051938,-0.01984314188330907,0,0,0.007566339158701626,0.01171723593715626,0,0,-0.008785704198163463,0.005646379630588218,0,0,0.029961167122917028,-0.013772285576741029,-0.000543158245782436,0.3858603386720586,3.859606935876018,0.2736069077366914,0.003503722685505161,-0.0015693873987688975,0.0,0.0,258954028540.38495,6.578564305546918,2.2441535101084726,-0.053550026902826287,-0.05123285726855035,-0.0045394313685712786,-0.007154296380258512,21201797194249.723,24.31435831646191,0.31199398343880896,3.8146631713612313,-0.15782272719647003,-0.29538477047059625,0.11602272238569755,-0.005031530572696593,0.3858603386720586,3.859606935876018,0.003503722685505161,-0.0015693873987688975,0.0,0.0,19.611628503594577,1.6727379147421517
0,-0.006462820878886473,0.01037564994526034,0,0,-0.007367677274469735,-0.014216550037527993,0,0,-0.019111837516436306,0.011921552197962435,0,0,0.0052813393630800985,-0.015762452290230086,0.0003008150791640288,0.23414516849595038,5.452389361518987,0.40311913772190877,0.10596748155766664,-0.06666166254992097,0.0,0.0,150701720156.34473,6.085796834280263,1.6977784087541428,0.0028430679887116875,-0.029912725213658897,0.021088158307576748,-0.07046074268461107,13345711399981.441,23.70460650570611,0.4306799932994863,3.936235195444614,-0.029087378006790912,-0.2705335209586666,-0.04137422171868652,0.06197084190435444,0.23414516849595038,5.452389361518987,0.10596748155766664,-0.06666166254992097,0.0,0.0,19.98050169513346,1.1239663859388125
0,-0.0009335684782338098,0.021841284566487013,0,0,0.007502487106203173,0.020130944162253604,0,0,0.0007412074414507465,0.022626443240092414,0,0,0.005827711186518618,0.019345785488648203,-9.497290649613761e-06,0.22729320119488616,3.075666253927917,0.5950729083368036,0.06849235421384635,-0.027444000185097867,0.0,0.0,136553897955.16127,4.145302392498283,2.1453218432135337,0.05411008805848092,-0.04003814274462132,0.02329655078454853,0.04633391996175829,12382026720067.18,23.90716958475238,0.44669851790202103,3.9046924699865273,-0.29660771703205585,0.08690817354109126,0.07367740272467473,-0.044890135195159935,0.22729320119488616,3.075666253927917,0.06849235421384635,-0.027444000185097867,0.0,0.0,19.755561155039608,1.9402991181585805
0,-0.016825866590471066,0.007211506259825157,0,0,0.007964372950153549,-0.017801037075429398,0,0,-0.010214884957314065,-0.002313491547973554,0,0,0.0013533913169965477,-0.008276039267630686,6.934519932528693e-05,0.21748431544749874,3.3451008184300415,0.5691597814115957,0.15100738091718602,-0.0709918135419268,0.0,0.0,139312962969.32028,4.866307828421284,0.8579176800613586,-0.039526882920165464,0.03253682583961879,-0.016436479431426527,-0.03356172087325687,4891481035484.309,24.158191625914707,0.4032625424392633,4.631586424219109,0.07788220443759411,0.06804881490181562,0.05279499603294161,-0.10715596263900763,0.21748431544749874,3.3451008184300415,0.15100738091718602,-0.0709918135419268,0.0,0.0,20.04179622597539,0.6378539255901762
