kappa_os,gamma1_os,gamma2_os,omega_os,kappa_od,gamma1_od,gamma2_od,omega_od,kappa_ds,gamma1_ds,gamma2_ds,omega_ds,kappa_los,gamma1_los,gamma2_los,omega_los,R_sersic_bar,n_sersic_bar,k_eff_bar,e1_bar,e2_bar,x_bar,y_bar,mass_bar,Rs,alpha_Rs,x_nfw,y_nfw,e1_nfw,e2_nfw,virial_mass_nfw,magnitude_sl,R_sersic_sl,n_sersic_sl,x_sl,y_sl,e1_sl,e2_sl,R_sersic_ll,n_sersic_ll,e1_ll,e2_ll,x_ll,y_ll,magnitude_ll,theta_E
0,-0.03490136781830856,0.03015440268364093,0,0,-0.028126200571849568,-0.0011629108971687536,0,0,-0.04631160908984516,0.018270603468168528,0,0,-0.01671595930031297,0.010720888318303649,0.00039982842858478167,0.27252699742761555,4.658147866858982,0.10875810654427963,-0.020236028301719243,-0.019878124018445797,0.0,0.0,55029355584.522285,1.8093446959679904,1.3824175450393914,0.018262349378208646,-0.04128264958431895,0.10970851101558232,-0.009707854393615135,5152861351106.487,24.82370360899593,0.2904310628038908,4.363615517122117,0.01702250635187917,-0.02662994533379538,-0.02981779727434771,0.012929483850252844,0.27252699742761555,4.658147866858982,-0.020236028301719243,-0.019878124018445797,0.0,0.0,21.309115671582354,1.366986650668117
0,-0.020534747767163963,-0.027964760439045926,0,0,0.016983857010655946,0.0385185819338531,0,0,-0.0023191612692756037,0.03098096339214028,0,0,-0.0012317294872324133,-0.020427141897333103,-0.000994953001922699,0.3898517498365954,5.069742247867037,0.07717384508428995,0.055231537989188326,0.01736396228695662,0.0,0.0,76897871241.88495,2.786427621703055,0.6879263029126494,0.04477499161488651,-0.02376952944164394,-0.0081370339154714,-0.021250562448183796,2777384219482.452,26.257169780975953,0.17419179226181597,5.195137833772126,0.03328333495943399,-0.10288208872644564,-0.09265833791432834,0.1293483070348524,0.3898517498365954,5.069742247867037,0.055231537989188326,0.01736396228695662,0.0,0.0,20.820734733788765,0.9578763281557855
0,-0.003731308218983496,0.00048278809991133767,0,0,-0.023369490078553577,0.003355846411205594,0,0,0.0009404337074217135,-0.0008507549719531541,0,0,-0.028041232004958786,0.004689389483070085,-1.279021051393777e-05,0.5932619506425639,3.995782396818001,0.06055233698329057,0.009584838103750588,0.011149859451223945,0.0,0.0,107937001843.04114,2.9238908861239032,1.9298312321328104,-0.029245955738318778,0.07252217446309896,-0.06261570008978778,0.10209134843499183,8710740847360.402,24.64958203005059,0.35735650762651466,5.778678462043494,0.14853201445788342,-0.07338894741563805,-0.04926715465321477,-0.0812343625116951,0.5932619506425639,3.995782396818001,0.009584838103750588,0.011149859451223945,0.0,0.0,20.05444675829797,1.9643130171044458
0,-0.007184762358235338,-0.011726768584357016,0,0,-0.016788462989653283,-0.040522716740248696,0,0,0.0003850003039164804,-0.014741870329694859,0,0,-0.0243582256518051,-0.03750761499491086,-0.00024707114183671237,0.3135616134954274,4.209056191438062,0.09885762603229337,-0.15855112709709,0.06535161609910392,0.0,0.0,57797345136.83397,2.4451468405840866,0.9615693829336086,0.04947261726148611,-0.12132182290588024,0.0024565322005653677,-0.025234047307917108,3978613165368.1763,24.83856456155786,0.19925655074521623,5.51264471709436,-0.05133776279351031,-0.15966405454770674,0.021715206470021117,0.00010212511819504311,0.3135616134954274,4.209056191438062,-0.15855112709709,0.06535161609910392,0.0,0.0,20.793825404714184,1.048334279115493
0,0.019810593173758006,-0.010908901947354898,0,0,-0.022553586415176494,0.0205408355010821,0,0,-0.008349260112028812,-0.015905213682135457,0,0,0.005606266870610324,0.02553714723586266,-0.0010789201182430817,0.470996635201407,3.251446917745781,0.0781392242158752,-0.0639472297002464,-0.012976014435210676,0.0,0.0,91171725583.9949,5.180361697819174,1.2199085975160753,0.02758446919893277,0.05123061271130286,-0.015270395356488765,0.007502290311500507,8031148193268.588,25.2633238053537,0.23702765347615662,5.711839276953793,-0.031650832594035234,0.2705601251129543,0.009628669531462151,-0.002790282025320048,0.470996635201407,3.251446917745781,-0.0639472297002464,-0.012976014435210676,0.0,0.0,20.538848208550068,1.1404652716780488
0,0.01865179533118255,0.030519714934146878,0,0,-0.03544094906764676,-0.012792170197350568,0,0,0.01685037695176365,-0.018971036516205964,0,0,-0.033639530688227864,0.03669858125300227,-0.0026879221663016132,0.2694658198666632,4.136951674335274,0.1250148518402701,9.404625436450151e-05,-0.027818960319573132,0.0,0.0,52121772605.877556,5.247278881804781,0.8497422121328587,-0.01040387312647919,0.07160908181185574,0.018347436829970348,-0.007712157868036224,5007760262237.262,25.06898930487008,0.2960233403869577,3.40920188031909,-0.05616812617796153,0.22215997528915932,0.03394175135512313,0.007661510151242036,0.2694658198666632,4.136951674335274,9.404625436450151e-05,-0.027818960319573132,0.0,0.0,21.14212990107903,0.7767998399755152
0,-0.030308349643658437,0.032539134405494365,0,0,0.02025430198346453,0.03760406452900981,0,0,0.02454408673983743,0.024149113125871115,0,0,-0.03459813440003134,0.04599408580863305,0.0007373672766469692,0.1825790145828989,6.714306501032665,0.13672861357753543,0.07217310919468378,-0.07697350275765975,0.0,0.0,35771626152.936516,3.651632380839166,0.699422157511328,0.06645679115212977,0.007975845669015977,0.03482551298428226,-0.017709071539793432,3514649891617.8223,23.913896015502225,0.39744558231194815,4.143449213335026,-0.23516056230625065,-0.1466688414595037,0.001615834788411996,-0.0027177807153279244,0.1825790145828989,6.714306501032665,0.07217310919468378,-0.07697350275765975,0.0,0.0,21.616586813312935,0.6507737731403035
0,-0.023573686946661208,-0.03736557561551163,0,0,-0.028137456213598738,0.012524556579937576,0,0,-0.023473193439278686,-0.016264297035817332,0,0,-0.02823794972098126,-0.008576721999756724,9.669658779841084e-05,0.4150887628399303,3.608826695527326,0.09243104903329978,0.010161041145033516,-0.01820759168416587,0.0,0.0,71118671106.0089,2.4805701140794114,0.7716203570143357,0.034645356442741186,0.10840997885281224,0.10906446944694655,0.06855242123189502,2541384941611.309,25.433314533841287,0.2152096337149498,3.624902845124128,-0.03870870880788451,0.2769372212848501,-0.039459899108436884,-0.13992340156588695,0.4150887628399303,3.608826695527326,0.010161041145033516,-0.01820759168416587,0.0,0.0,20.237513159155853,1.0923033291826356
0,-0.029806485450365967,0.024504728216326006,0,0,0.009642705331287183,0.012472700268133931,0,0,-0.002649732315591252,-0.04318779900824781,0,0,-0.01751404780348753,0.08016522749270774,0.0023269762982201818,0.33857295036535945,2.8126503593866445,0.1185057031070525,-0.029236234097941353,0.030445323944801043,0.0,0.0,61603861041.73955,2.1907701464083016,1.1437328633073283,-0.019341056385019678,0.062184201187175665,0.09249609113750176,-0.008715915121553792,4174062790568.271,24.604947162097655,0.27043217629696514,4.310650780102885,-0.022094917066847092,0.003563119508566276,-0.012629412324874736,-0.0053667403215795825,0.33857295036535945,2.8126503593866445,-0.029236234097941353,0.030445323944801043,0.0,0.0,20.66369406221745,1.2550952370117319
0,0.015300329187898977,0.0025898529025552546,0,0,-0.0349272067415297,-0.016297972935259693,0,0,-0.009716109415442755,0.018845999557825715,0,0,-0.00991076813818797,-0.03255411959053015,0.00126388404428467,0.27314054646193053,2.85458849166699,0.150740484257772,-0.042247696885898994,-0.03492508594907778,0.0,0.0,50726833791.50487,3.3282441521616875,0.943672799685877,-0.051369051936986605,0.023573639866236965,-0.08512280861939456,0.14910818076176205,4224217049435.263,25.7176406574901,0.2068520489688313,5.702538140488176,-0.18814976591392135,-0.11181358165467417,0.0013721296604150605,-0.003546042384958631,0.27314054646193053,2.85458849166699,-0.042247696885898994,-0.03492508594907778,0.0,0.0,20.971305650896927,0.9370120821585484
